date,product_id,warehouse_id,sales_qty,price,promotion_flag,channel
2023-01-18,P002,WH_East,24,299.99,0,Online
2023-01-18,P002,WH_West,9,199.99,0,Offline
2023-01-18,P003,WH_East,127,89.99,0,Offline
2023-01-18,P003,WH_West,107,19.99,1,Online
2023-01-18,P004,WH_East,82,89.99,0,Offline
2023-01-18,P004,WH_West,39,89.99,0,Online
2023-01-18,P005,WH_East,32,149.99,0,Offline
2023-01-18,P005,WH_West,27,79.99,0,Offline
2023-01-18,P006,WH_East,37,149.99,0,Offline
2023-01-18,P006,WH_West,20,149.99,0,Online
2023-01-19,P001,WH_East,26,299.99,0,Online
2023-01-19,P001,WH_West,13,299.99,0,Online
2023-01-19,P002,WH_East,19,299.99,0,Online
2023-01-19,P002,WH_West,10,199.99,0,Offline
2023-01-19,P003,WH_East,115,89.99,0,Online
2023-01-19,P003,WH_West,54,19.99,0,Online
2023-01-19,P004,WH_East,83,89.99,0,Online
2023-01-19,P004,WH_West,53,89.99,0,Online
2023-01-19,P005,WH_East,31,149.99,0,Online
2023-01-19,P005,WH_West,22,79.99,0,Offline
2023-01-19,P006,WH_East,36,149.99,0,Online
2023-01-19,P006,WH_West,23,149.99,0,Offline
2023-01-20,P001,WH_East,22,299.99,0,Online
2023-01-20,P001,WH_West,12,299.99,0,Offline
2023-01-20,P002,WH_East,21,299.99,0,Online
2023-01-20,P002,WH_West,9,199.99,0,Online
2023-01-20,P003,WH_East,130,89.99,0,Online
2023-01-20,P003,WH_West,55,19.99,0,Offline
2023-01-20,P004,WH_East,87,89.99,0,Online
2023-01-20,P004,WH_West,49,89.99,0,Online
2023-01-20,P005,WH_East,30,149.99,0,Online
2023-01-20,P005,WH_West,25,79.99,0,Offline
2023-01-20,P006,WH_East,34,149.99,0,Online
2023-01-20,P006,WH_West,21,149.99,0,Online
2023-01-21,P001,WH_East,36,299.99,0,Offline
2023-01-21,P001,WH_West,19,299.99,0,Online
2023-01-21,P002,WH_East,59,299.99,1,Online
2023-01-21,P002,WH_West,13,199.99,0,Online
2023-01-21,P003,WH_East,189,89.99,0,Online
2023-01-21,P003,WH_West,78,19.99,0,Online
2023-01-21,P004,WH_East,123,89.99,0,Online
2023-01-21,P004,WH_West,70,89.99,0,Offline
2023-01-21,P005,WH_East,46,149.99,0,Online
2023-01-21,P005,WH_West,37,79.99,0,Online
2023-01-21,P006,WH_East,51,149.99,0,Offline
2023-01-21,P006,WH_West,31,149.99,0,Online
2023-01-22,P001,WH_East,34,299.99,0,Offline
2023-01-22,P001,WH_West,21,299.99,0,Offline
2023-01-22,P002,WH_East,32,299.99,0,Online
2023-01-22,P002,WH_West,14,199.99,0,Online
2023-01-22,P003,WH_East,189,89.99,0,Offline
2023-01-22,P003,WH_West,85,19.99,0,Offline
2023-01-22,P004,WH_East,258,89.99,1,Online
2023-01-22,P004,WH_West,55,89.99,0,Offline
2023-01-22,P005,WH_East,51,149.99,0,Offline
2023-01-22,P005,WH_West,32,79.99,0,Offline
2023-01-22,P006,WH_East,58,149.99,0,Offline
2023-01-22,P006,WH_West,34,149.99,0,Offline
2023-01-23,P001,WH_East,21,299.99,0,Online
2023-01-23,P001,WH_West,14,299.99,0,Online
2023-01-23,P002,WH_East,27,299.99,0,Online
2023-01-23,P002,WH_West,9,199.99,0,Offline
2023-01-23,P003,WH_East,120,89.99,0,Offline
2023-01-23,P003,WH_West,49,19.99,0,Online
2023-01-23,P004,WH_East,105,89.99,0,Online
2023-01-23,P004,WH_West,49,89.99,0,Offline
2023-01-23,P005,WH_East,35,149.99,0,Online
2023-01-23,P005,WH_West,28,79.99,0,Offline
2023-01-23,P006,WH_East,37,149.99,0,Offline
2023-01-23,P006,WH_West,21,149.99,0,Offline
2023-01-24,P001,WH_East,22,299.99,0,Offline
2023-01-24,P001,WH_West,14,299.99,0,Offline
2023-01-24,P002,WH_East,18,299.99,0,Online
2023-01-24,P002,WH_West,20,199.99,1,Online
2023-01-24,P003,WH_East,117,89.99,0,Online
2023-01-24,P003,WH_West,51,19.99,0,Online
2023-01-24,P004,WH_East,98,89.99,0,Online
2023-01-24,P004,WH_West,93,89.99,1,Online
2023-01-24,P005,WH_East,32,149.99,0,Online
2023-01-24,P005,WH_West,23,79.99,0,Online
2023-01-24,P006,WH_East,33,149.99,0,Online
2023-01-24,P006,WH_West,21,149.99,0,Offline
2023-01-25,P001,WH_East,23,299.99,0,Online
2023-01-25,P001,WH_West,12,299.99,0,Online
2023-01-25,P002,WH_East,23,299.99,0,Offline
2023-01-25,P002,WH_West,10,199.99,0,Online
2023-01-25,P003,WH_East,128,89.99,0,Online
2023-01-25,P003,WH_West,44,19.99,0,Offline
2023-01-25,P004,WH_East,91,89.99,0,Online
2023-01-25,P004,WH_West,51,89.99,0,Online
2023-01-25,P005,WH_East,29,149.99,0,Online
2023-01-25,P005,WH_West,22,79.99,0,Offline
2023-01-25,P006,WH_East,33,149.99,0,Online
2023-01-25,P006,WH_West,21,149.99,0,Online
2023-01-26,P001,WH_East,22,299.99,0,Online
2023-01-26,P001,WH_West,12,299.99,0,Offline
2023-01-26,P002,WH_East,19,299.99,0,Online
2023-01-26,P002,WH_West,10,199.99,0,Offline
2023-01-26,P003,WH_East,119,89.99,0,Online
2023-01-26,P003,WH_West,41,19.99,0,Online
2023-01-26,P004,WH_East,83,89.99,0,Online
2023-01-26,P004,WH_West,52,89.99,0,Online
2023-01-26,P005,WH_East,31,149.99,0,Offline
2023-01-26,P005,WH_West,27,79.99,0,Online
2023-01-26,P006,WH_East,36,149.99,0,Online
2023-01-26,P006,WH_West,21,149.99,0,Online
2023-01-27,P001,WH_East,22,299.99,0,Online
2023-01-27,P001,WH_West,10,299.99,0,Online
2023-01-27,P002,WH_East,23,299.99,0,Online
2023-01-27,P002,WH_West,10,199.99,0,Online
2023-01-27,P003,WH_East,116,89.99,0,Online
2023-01-27,P003,WH_West,51,19.99,0,Offline
2023-01-27,P004,WH_East,99,89.99,0,Offline
2023-01-27,P004,WH_West,49,89.99,0,Online
2023-01-27,P005,WH_East,34,149.99,0,Offline
2023-01-27,P005,WH_West,23,79.99,0,Offline
2023-01-27,P006,WH_East,34,149.99,0,Online
2023-01-27,P006,WH_West,20,149.99,0,Offline
2023-01-28,P001,WH_East,34,299.99,0,Online
2023-01-28,P001,WH_West,15,299.99,0,Offline
2023-01-28,P002,WH_East,62,299.99,1,Online
2023-01-28,P002,WH_West,12,199.99,0,Offline
2023-01-28,P003,WH_East,169,89.99,0,Online
2023-01-28,P003,WH_West,85,19.99,0,Online
2023-01-28,P004,WH_East,134,89.99,0,Online
2023-01-28,P004,WH_West,51,89.99,0,Online
2023-01-28,P005,WH_East,47,149.99,0,Online
2023-01-28,P005,WH_West,32,79.99,0,Offline
2023-01-28,P006,WH_East,52,149.99,0,Online
2023-01-28,P006,WH_West,31,149.99,0,Offline
2023-01-29,P001,WH_East,53,299.99,1,Online
2023-01-29,P001,WH_West,20,299.99,0,Online
2023-01-29,P002,WH_East,26,299.99,0,Online
2023-01-29,P002,WH_West,14,199.99,0,Offline
2023-01-29,P003,WH_East,179,89.99,0,Online
2023-01-29,P003,WH_West,72,19.99,0,Offline
2023-01-29,P004,WH_East,117,89.99,0,Online
2023-01-29,P004,WH_West,69,89.99,0,Offline
2023-01-29,P005,WH_East,53,149.99,0,Online
2023-01-29,P005,WH_West,30,79.99,0,Offline
2023-01-29,P006,WH_East,50,149.99,0,Online
2023-01-29,P006,WH_West,30,149.99,0,Online
2023-01-30,P001,WH_East,23,299.99,0,Online
2023-01-30,P001,WH_West,12,299.99,0,Online
2023-01-30,P002,WH_East,22,299.99,0,Online
2023-01-30,P002,WH_West,8,199.99,0,Offline
2023-01-30,P003,WH_East,126,89.99,0,Online
2023-01-30,P003,WH_West,54,19.99,0,Offline
2023-01-30,P004,WH_East,77,89.99,0,Offline
2023-01-30,P004,WH_West,48,89.99,0,Online
2023-01-30,P005,WH_East,37,149.99,0,Online
2023-01-30,P005,WH_West,26,79.99,0,Offline
2023-01-30,P006,WH_East,28,149.99,0,Online
2023-01-30,P006,WH_West,24,149.99,0,Online
2023-01-31,P001,WH_East,22,299.99,0,Online
2023-01-31,P001,WH_West,11,299.99,0,Online
2023-01-31,P002,WH_East,22,299.99,0,Offline
2023-01-31,P002,WH_West,8,199.99,0,Online
2023-01-31,P003,WH_East,85,89.99,0,Online
2023-01-31,P003,WH_West,54,19.99,0,Offline
2023-01-31,P004,WH_East,73,89.99,0,Offline
2023-01-31,P004,WH_West,47,89.99,0,Online
2023-01-31,P005,WH_East,70,149.99,1,Offline
2023-01-31,P005,WH_West,29,79.99,0,Online
2023-01-31,P006,WH_East,29,149.99,0,Offline
2023-01-31,P006,WH_West,20,149.99,0,Online
2023-02-01,P001,WH_East,19,299.99,0,Offline
2023-02-01,P001,WH_West,22,299.99,1,Offline
2023-02-01,P002,WH_East,18,299.99,0,Offline
2023-02-01,P002,WH_West,6,199.99,0,Online
2023-02-01,P003,WH_East,54,89.99,0,Online
2023-02-01,P003,WH_West,25,19.99,0,Offline
2023-02-01,P004,WH_East,71,89.99,1,Offline
2023-02-01,P004,WH_West,19,89.99,0,Online
2023-02-01,P005,WH_East,29,149.99,0,Online
2023-02-01,P005,WH_West,18,79.99,0,Offline
2023-02-01,P006,WH_East,28,149.99,0,Online
2023-02-01,P006,WH_West,18,149.99,0,Online
2023-02-02,P001,WH_East,20,299.99,0,Online
2023-02-02,P001,WH_West,10,299.99,0,Offline
2023-02-02,P002,WH_East,19,299.99,0,Offline
2023-02-02,P002,WH_West,7,199.99,0,Online
2023-02-02,P003,WH_East,53,89.99,0,Online
2023-02-02,P003,WH_West,24,19.99,0,Offline
2023-02-02,P004,WH_East,42,89.99,0,Online
2023-02-02,P004,WH_West,20,89.99,0,Offline
2023-02-02,P005,WH_East,26,149.99,0,Offline
2023-02-02,P005,WH_West,20,79.99,0,Offline
2023-02-02,P006,WH_East,30,149.99,0,Online
2023-02-02,P006,WH_West,17,149.99,0,Offline
2023-02-03,P001,WH_East,20,299.99,0,Online
2023-02-03,P001,WH_West,11,299.99,0,Offline
2023-02-03,P002,WH_East,19,299.99,0,Offline
2023-02-03,P002,WH_West,9,199.99,0,Online
2023-02-03,P003,WH_East,55,89.99,0,Online
2023-02-03,P003,WH_West,20,19.99,0,Offline
2023-02-03,P004,WH_East,36,89.99,0,Offline
2023-02-03,P004,WH_West,20,89.99,0,Offline
2023-02-03,P005,WH_East,25,149.99,0,Online
2023-02-03,P005,WH_West,20,79.99,0,Online
2023-02-03,P006,WH_East,27,149.99,0,Online
2023-02-03,P006,WH_West,32,149.99,1,Online
2023-02-04,P001,WH_East,28,299.99,0,Online
2023-02-04,P001,WH_West,18,299.99,0,Online
2023-02-04,P002,WH_East,23,299.99,0,Online
2023-02-04,P002,WH_West,12,199.99,0,Offline
2023-02-04,P003,WH_East,75,89.99,0,Online
2023-02-04,P003,WH_West,33,19.99,0,Online
2023-02-04,P004,WH_East,55,89.99,0,Online
2023-02-04,P004,WH_West,33,89.99,0,Offline
2023-02-04,P005,WH_East,34,149.99,0,Online
2023-02-04,P005,WH_West,32,79.99,0,Online
2023-02-04,P006,WH_East,38,149.99,0,Online
2023-02-04,P006,WH_West,24,149.99,0,Offline
2023-02-05,P001,WH_East,32,299.99,0,Online
2023-02-05,P001,WH_West,16,299.99,0,Offline
2023-02-05,P002,WH_East,23,299.99,0,Online
2023-02-05,P002,WH_West,8,199.99,0,Offline
2023-02-05,P003,WH_East,63,89.99,0,Online
2023-02-05,P003,WH_West,38,19.99,0,Online
2023-02-05,P004,WH_East,52,89.99,0,Online
2023-02-05,P004,WH_West,31,89.99,0,Offline
2023-02-05,P005,WH_East,37,149.99,0,Online
2023-02-05,P005,WH_West,30,79.99,0,Offline
2023-02-05,P006,WH_East,37,149.99,0,Offline
2023-02-05,P006,WH_West,22,149.99,0,Offline
2023-02-06,P001,WH_East,18,299.99,0,Online
2023-02-06,P001,WH_West,20,299.99,1,Online
2023-02-06,P002,WH_East,17,299.99,0,Offline
2023-02-06,P002,WH_West,8,199.99,0,Online
2023-02-06,P003,WH_East,48,89.99,0,Online
2023-02-06,P003,WH_West,21,19.99,0,Online
2023-02-06,P004,WH_East,39,89.99,0,Online
2023-02-06,P004,WH_West,49,89.99,1,Online
2023-02-06,P005,WH_East,27,149.99,0,Online
2023-02-06,P005,WH_West,20,79.99,0,Offline
2023-02-06,P006,WH_East,31,149.99,0,Online
2023-02-06,P006,WH_West,16,149.99,0,Offline
2023-02-07,P001,WH_East,17,299.99,0,Online
2023-02-07,P001,WH_West,9,299.99,0,Offline
2023-02-07,P002,WH_East,17,299.99,0,Online
2023-02-07,P002,WH_West,6,199.99,0,Online
2023-02-07,P003,WH_East,56,89.99,0,Online
2023-02-07,P003,WH_West,26,19.99,0,Online
2023-02-07,P004,WH_East,36,89.99,0,Offline
2023-02-07,P004,WH_West,22,89.99,0,Online
2023-02-07,P005,WH_East,26,149.99,0,Online
2023-02-07,P005,WH_West,19,79.99,0,Offline
2023-02-07,P006,WH_East,28,149.99,0,Online
2023-02-07,P006,WH_West,15,149.99,0,Online
2023-02-08,P001,WH_East,16,299.99,0,Online
2023-02-08,P001,WH_West,8,299.99,0,Offline
2023-02-08,P002,WH_East,15,299.99,0,Online
2023-02-08,P002,WH_West,8,199.99,0,Online
2023-02-08,P003,WH_East,49,89.99,0,Online
2023-02-08,P003,WH_West,21,19.99,0,Online
2023-02-08,P004,WH_East,38,89.99,0,Offline
2023-02-08,P004,WH_West,22,89.99,0,Online
2023-02-08,P005,WH_East,26,149.99,0,Online
2023-02-08,P005,WH_West,22,79.99,0,Online
2023-02-08,P006,WH_East,57,149.99,1,Online
2023-02-08,P006,WH_West,15,149.99,0,Online
2023-02-09,P001,WH_East,19,299.99,0,Offline
2023-02-09,P001,WH_West,11,299.99,0,Online
2023-02-09,P002,WH_East,18,299.99,0,Online
2023-02-09,P002,WH_West,8,199.99,0,Online
2023-02-09,P003,WH_East,43,89.99,0,Offline
2023-02-09,P003,WH_West,26,19.99,0,Offline
2023-02-09,P004,WH_East,42,89.99,0,Offline
2023-02-09,P004,WH_West,22,89.99,0,Offline
2023-02-09,P005,WH_East,24,149.99,0,Online
2023-02-09,P005,WH_West,21,79.99,0,Offline
2023-02-09,P006,WH_East,31,149.99,0,Online
2023-02-09,P006,WH_West,15,149.99,0,Offline
2023-02-10,P001,WH_East,17,299.99,0,Offline
2023-02-10,P001,WH_West,11,299.99,0,Online
2023-02-10,P002,WH_East,18,299.99,0,Online
2023-02-10,P002,WH_West,14,199.99,1,Offline
2023-02-10,P003,WH_East,55,89.99,0,Online
2023-02-10,P003,WH_West,21,19.99,0,Offline
2023-02-10,P004,WH_East,31,89.99,0,Offline
2023-02-10,P004,WH_West,22,89.99,0,Offline
2023-02-10,P005,WH_East,25,149.99,0,Online
2023-02-10,P005,WH_West,20,79.99,0,Offline
2023-02-10,P006,WH_East,27,149.99,0,Online
2023-02-10,P006,WH_West,19,149.99,0,Offline
2023-02-11,P001,WH_East,25,299.99,0,Online
2023-02-11,P001,WH_West,13,299.99,0,Online
2023-02-11,P002,WH_East,28,299.99,0,Online
2023-02-11,P002,WH_West,21,199.99,1,Online
2023-02-11,P003,WH_East,62,89.99,0,Online
2023-02-11,P003,WH_West,36,19.99,0,Online
2023-02-11,P004,WH_East,59,89.99,0,Online
2023-02-11,P004,WH_West,30,89.99,0,Online
2023-02-11,P005,WH_East,35,149.99,0,Online
2023-02-11,P005,WH_West,32,79.99,0,Online
2023-02-11,P006,WH_East,32,149.99,0,Offline
2023-02-11,P006,WH_West,46,149.99,1,Online
2023-02-12,P001,WH_East,27,299.99,0,Online
2023-02-12,P001,WH_West,14,299.99,0,Offline
2023-02-12,P002,WH_East,22,299.99,0,Offline
2023-02-12,P002,WH_West,12,199.99,0,Online
2023-02-12,P003,WH_East,93,89.99,0,Online
2023-02-12,P003,WH_West,37,19.99,0,Online
2023-02-12,P004,WH_East,60,89.99,0,Online
2023-02-12,P004,WH_West,23,89.99,0,Online
2023-02-12,P005,WH_East,41,149.99,0,Online
2023-02-12,P005,WH_West,30,79.99,0,Offline
2023-02-12,P006,WH_East,39,149.99,0,Online
2023-02-12,P006,WH_West,22,149.99,0,Offline
2023-02-13,P001,WH_East,21,299.99,0,Online
2023-02-13,P001,WH_West,10,299.99,0,Online
2023-02-13,P002,WH_East,17,299.99,0,Online
2023-02-13,P002,WH_West,7,199.99,0,Online
2023-02-13,P003,WH_East,51,89.99,0,Online
2023-02-13,P003,WH_West,21,19.99,0,Offline
2023-02-13,P004,WH_East,39,89.99,0,Offline
2023-02-13,P004,WH_West,22,89.99,0,Online
2023-02-13,P005,WH_East,27,149.99,0,Offline
2023-02-13,P005,WH_West,20,79.99,0,Offline
2023-02-13,P006,WH_East,28,149.99,0,Offline
